Date,Year,Month number,Crime Type,Offence category,Offence type,Reporting Region,Location,Location Type,Population (ABS 2021 reference),Alcohol involvement,DV involvement,Data era,Source extract,is_break_month,Break note,Number of offences
2008-01,2008,1,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Sandover - Plenty,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tanami,Remote,,No,No,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tanami,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tanami,Remote,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Tanami,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Tanami,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Tanami,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,4
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,Tennant Creek,Tennant Creek,Regional,,No,No,Historical / PROMIS,March 2024 historical extract,False,,8
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,Tennant Creek,Tennant Creek,Regional,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,5
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,Tennant Creek,Tennant Creek,Regional,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,12
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,Tennant Creek,Tennant Creek,Regional,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,25
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,8
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,25
2008-01,2008,1,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Harassment & Threats,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Harassment & Threats,Abduction - harassment and other offences against the person,Harassment and private nuisance,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Harassment & Threats,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,33
2008-01,2008,1,Residential B&E,House break-ins,House break-ins actual,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,7
2008-01,2008,1,Residential B&E,House break-ins,House break-ins attempted,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Robbery & Extortion,Robbery - extortion and related offences,Robbery,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Sexual Offences,Sexual assault and related offences,Sexual assault,Tennant Creek,Tennant Creek,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Thamarrurr,Remote,,No,No,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Thamarrurr,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Thamarrurr,Remote,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,4
2008-01,2008,1,Residential B&E,House break-ins,House break-ins actual,NT Balance,Thamarrurr,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,5
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,No,No,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,4
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Tiwi Islands,Remote,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,6
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,9
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Residential B&E,House break-ins,House break-ins actual,NT Balance,Tiwi Islands,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,4
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Victoria River,Remote,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,4
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,6
2008-01,2008,1,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,5
2008-01,2008,1,Residential B&E,House break-ins,House break-ins actual,NT Balance,Victoria River,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,6
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Virginia,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Weddell,Remote,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,4
2008-01,2008,1,General Theft,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Weddell,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,West Arnhem,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,West Arnhem,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Assault & Violence,Acts intended to cause Injury,Assault,NT Balance,Yuendumu - Anmatjere,Remote,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,9
2008-01,2008,1,Commercial B&E,Commercial break-ins,Commercial break-ins actual,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,General Theft,Theft and related offences (other than MV),Theft and related offences (other than MV),NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Harassment & Threats,Abduction - harassment and other offences against the person,Threatening behaviour,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-01,2008,1,Property Damage,Property Damage Offences,Property damage offences,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,3
2008-01,2008,1,Residential B&E,House break-ins,House break-ins actual,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-01,2008,1,Sexual Offences,Sexual assault and related offences,Sexual assault,NT Balance,Yuendumu - Anmatjere,Remote,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-02,2008,2,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,No,No,Historical / PROMIS,March 2024 historical extract,False,,8
2008-02,2008,2,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,No,Yes,Historical / PROMIS,March 2024 historical extract,False,,21
2008-02,2008,2,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,Yes,No,Historical / PROMIS,March 2024 historical extract,False,,15
2008-02,2008,2,Assault & Violence,Acts intended to cause Injury,Assault,Alice Springs,Alice Springs,Regional,,Yes,Yes,Historical / PROMIS,March 2024 historical extract,False,,47
2008-02,2008,2,Assault & Violence,Acts intended to cause Injury,Other acts intended to cause injury,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,1
2008-02,2008,2,Commercial B&E,Commercial break-ins,Commercial break-ins actual,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,28
2008-02,2008,2,Commercial B&E,Commercial break-ins,Commercial break-ins attempted,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,2
2008-02,2008,2,General Theft,Motor vehicle theft and related offences,Illegal use of a motor vehicle,Alice Springs,Alice Springs,Regional,,-,-,Historical / PROMIS,March 2024 historical extract,False,,5
